type,rd_percentage,pause,bandwidth_mean,bandwidth_std,bandwidth_min,bandwidth_max,latency_mean,latency_std,latency_min,latency_max,bandwidth_smooth,latency_smooth
DDR3-1600,0,0,39659.592137678046,13.625473792717479,39634.079575494965,39676.535189561015,320.47613577777776,0.5796861298433579,319.4988396,321.49051785,39825.2222892129,317.8681945648797
DDR3-1600,0,5,39766.9361770463,17.795586709199057,39731.60374105715,39790.91929810808,320.12027805,0.43961298990155817,319.51184635,320.61769085,39660.77593977507,313.19326782676774
DDR3-1600,0,10,39955.81401003508,7.407091269095438,39937.50045239167,39962.56148970386,295.64280456666665,0.32798718178018116,295.0174941,296.1659177,39691.41960493693,310.2356911635846
DDR3-1600,0,15,39979.98033285115,7.87069412536244,39970.428071980314,39991.75963923806,295.0308915611111,0.3002109454080255,294.57320995,295.3951367,39820.08279788941,308.4670400187387
DDR3-1600,0,20,39682.997519905126,23.08714374361069,39647.8458008055,39717.156480908525,321.23509559444443,0.4618081932067543,320.49269245,321.79542395,39949.69503182347,307.3588898356385
DDR3-1600,0,25,39492.31526125088,26.818149851488908,39451.37406657053,39538.322736823495,319.97025591666664,0.6252421504620884,319.10724925,321.05698105,39983.18581993013,306.38281605769305
DDR3-1600,0,30,39968.77815332905,5.72673333330285,39959.348731201826,39978.34111661035,295.6750528,0.4660174673606368,295.1147571,296.75979005,39695.69161874404,305.86838427521434
DDR3-1600,0,35,39590.6608691093,23.145055820728142,39559.14022342358,39619.6750804435,319.3010921833333,0.41471711796900573,318.49259695,319.77640795,39100.93723115017,304.20769474628406
DDR3-1600,0,40,38792.90946649222,6.779832937333619,38780.86696056458,38803.424707275735,285.2239122166667,0.36081886466505875,284.603633,285.72195545,38214.20098193106,295.8555607667709
DDR3-1600,0,45,36989.52120182996,9.141996994786087,36966.718386693916,36997.383980009916,279.46546583888886,0.1883734413189135,279.2155948,279.77581045,37058.03709344272,286.55146283513403
DDR3-1600,0,50,35309.982594693436,7.59290475675012,35298.572362042214,35321.28012569389,296.2708438,0.3289237171309995,295.8122912,296.7204436,35722.19649502348,283.41089123275117
DDR3-1600,0,55,33833.82396699061,5.651304415679102,33827.632453880746,33843.71476924689,270.0761159888889,0.09352800661713001,269.92240955,270.23918525,34176.75459025148,279.8813612722747
DDR3-1600,0,60,32447.257794015266,5.117321434436018,32443.422334273717,32460.1383050956,268.9543738222222,0.04998234512790027,268.874276,269.0481271,32596.41023876181,276.3786003840073
DDR3-1600,0,65,31163.601075753504,8.912306711595376,31148.31007602483,31178.856996688668,284.8939958333333,0.3385582289498003,284.46520735,285.5579973,31110.82604748235,276.3010746739064
DDR3-1600,0,70,29964.521630723862,4.721256700073101,29959.83437272377,29974.006937062648,282.7068157888889,0.04023299507749025,282.63935515,282.7818815,29606.9991341113,274.03673686739256
DDR3-1600,0,80,27871.182331778156,5.2514261054643,27865.95609997264,27883.89867640621,262.65885685,0.048812757047665474,262.5824243,262.7189454,27908.57379481376,271.2973018525648
DDR3-1600,0,90,26032.327422631468,4.072096715959837,26027.334977572376,26037.614110594965,276.9355873777778,0.15903819007633915,276.71534155,277.14959215,26006.528615427385,272.77080186747025
DDR3-1600,0,100,24436.242849327435,4.844417774239726,24431.931143694503,24444.432648773964,259.8759440611111,0.03773067690952585,259.83483665,259.92958735,23963.441164939646,269.8759235079002
DDR3-1600,0,120,21738.8834470629,4.507415107063525,21734.64229022256,21747.89283077191,270.21534634444447,0.12831862731782578,269.97641665,270.35110495,21872.02977864141,264.2326891563461
DDR3-1600,0,140,19587.582050274636,4.934371001619833,19582.250501541075,19597.728112067238,267.09730612777776,0.09632613033559113,266.96412825,267.2519886,19924.377458109426,261.73173162986336
DDR3-1600,0,160,17825.14211720689,2.1616111150904653,17822.414877304753,17828.787768330254,263.37393314444444,0.1157125613224318,263.22120785,263.57917305,18158.50460108234,261.7301581930465
DDR3-1600,0,180,16358.917336405038,5.055223249336293,16353.740848946418,16368.538933221336,250.80493368333333,0.037826278118339794,250.76616635,250.8876008,16476.69676376236,257.8071497419846
